Delivery_person_Age,Delivery_person_Ratings,Type_of_order,Type_of_vehicle,Time_taken(min),Distance
32,4.7,Drinks ,scooter ,29,20.848
26,4.7,Drinks ,motorcycle ,38,13.972
23,4.7,Drinks ,scooter ,36,14.022
32,4.7,Buffet ,motorcycle ,17,12.419
25,4.6,Snack ,motorcycle ,32,20.181
20,5,Buffet ,motorcycle ,17,1.509
38,4.7,Snack ,electric_scooter ,27,3.041
25,4.9,Meal ,scooter ,19,20.183
30,4.2,Meal ,motorcycle ,39,9.316
26,4.9,Buffet ,motorcycle ,31,13.97
22,4.2,Buffet ,motorcycle ,32,10.565
20,4.9,Drinks ,scooter ,19,3.109
34,4.9,Drinks ,motorcycle ,29,1.555
31,4.6,Meal ,motorcycle ,22,7.772
30,4.2,Buffet ,motorcycle ,35,7.772
33,3.5,Meal ,electric_scooter ,43,14.022
29,4.6,Drinks ,scooter ,10,6.21
21,4.6,Drinks ,scooter ,24,17.166
31,4.7,Meal ,motorcycle ,25,13.83
29,4.6,Buffet ,motorcycle ,15,1.553
33,4.9,Meal ,motorcycle ,28,4.635
38,4.8,Drinks ,scooter ,18,9.348
37,4.7,Drinks ,electric_scooter ,41,19.876
35,4.9,Buffet ,scooter ,29,3.074
27,4.7,Drinks ,motorcycle ,16,12.293
39,5,Meal ,motorcycle ,17,7.546
36,4.4,Buffet ,motorcycle ,40,16.112
34,4.1,Meal ,motorcycle ,42,6.105
29,4.7,Snack ,motorcycle ,24,17.137
35,4.6,Drinks ,scooter ,30,9.327
23,4.8,Meal ,motorcycle ,26,6.081
32,4.8,Meal ,motorcycle ,23,1.537
35,4.8,Drinks ,scooter ,16,13.681
37,3.7,Buffet ,motorcycle ,32,10.564
29,4.6,Snack ,motorcycle ,11,16.722
29,4.6,Buffet ,scooter ,18,7.863
34,4.8,Meal ,scooter ,30,7.449
23,5,Meal ,motorcycle ,23,19.673
29,4.9,Buffet ,motorcycle ,20,6.218
30,4.3,Meal ,scooter ,34,12.418
38,4.8,Meal ,scooter ,25,9.313
32,4.2,Meal ,motorcycle ,39,17.074
24,4.7,Drinks ,motorcycle ,25,9.121
38,4.4,Meal ,motorcycle ,21,7.763
25,4.7,Buffet ,motorcycle ,18,4.658
31,4.9,Snack ,scooter ,26,6.29
37,4.5,Meal ,scooter ,44,10.603
28,4.9,Drinks ,motorcycle ,15,1.532
22,4.6,Meal ,scooter ,11,3.105
23,4.7,Meal ,motorcycle ,35,13.973
24,4.8,Drinks ,motorcycle ,22,12.351
27,4.8,Snack ,electric_scooter ,11,10.881
26,4.8,Meal ,motorcycle ,11,7.562
50,6,Buffet ,electric_scooter ,19,9.315
36,4.8,Snack ,electric_scooter ,30,7.79
38,4.6,Snack ,scooter ,16,7.763
22,4.5,Snack ,motorcycle ,25,3.073
28,4.6,Buffet ,motorcycle ,27,13.583
35,4.8,Drinks ,motorcycle ,20,3.025
36,4.3,Snack ,motorcycle ,39,12.436
21,4.6,Snack ,electric_scooter ,26,10.924
28,4.9,Drinks ,motorcycle ,25,16.385
28,4.5,Buffet ,motorcycle ,27,20.852
21,4.9,Drinks ,scooter ,15,10.255
23,4.9,Snack ,electric_scooter ,23,1.52
34,4.8,Drinks ,electric_scooter ,41,16.83
29,4.7,Buffet ,motorcycle ,12,1.573
30,4.6,Drinks ,motorcycle ,20,6.233
26,4.9,Drinks ,motorcycle ,16,16.788
29,4.6,Snack ,scooter ,31,7.803
21,4.9,Meal ,scooter ,16,7.763
24,4.5,Meal ,motorcycle ,13,16.609
24,4.6,Snack ,motorcycle ,17,4.658
31,4.7,Snack ,motorcycle ,25,12.58
29,4.6,Meal ,bicycle ,18,3.145
33,4.8,Snack ,scooter ,38,1.49
28,4.5,Snack ,electric_scooter ,19,9.122
28,4.4,Buffet ,motorcycle ,23,1.512
20,5,Snack ,scooter ,27,12.464
29,4.6,Snack ,motorcycle ,18,3.145
26,4.6,Meal ,motorcycle ,21,17.098
39,3.6,Buffet ,motorcycle ,37,11.749
34,4.9,Drinks ,motorcycle ,18,7.441
25,4.7,Snack ,motorcycle ,25,6.147
32,4.7,Buffet ,scooter ,20,9.192
26,4.4,Snack ,motorcycle ,34,12.436
28,4.9,Drinks ,motorcycle ,25,9.327
22,4.9,Drinks ,scooter ,16,6.129
36,4.8,Meal ,scooter ,24,16.982
27,4.9,Meal ,scooter ,13,7.684
25,4.8,Snack ,scooter ,20,4.561
21,4.7,Drinks ,scooter ,29,9.348
27,4.8,Buffet ,scooter ,14,1.492
29,4.6,Drinks ,scooter ,39,11.719
38,4.2,Buffet ,motorcycle ,36,7.632
28,4.5,Snack ,motorcycle ,22,12.109
29,4.6,Buffet ,motorcycle ,20,17122.431
33,4.1,Buffet ,scooter ,35,9.221
22,4.9,Snack ,motorcycle ,19,13.79
33,4.2,Drinks ,motorcycle ,31,9.193
21,4.6,Buffet ,motorcycle ,19,1.552
24,5,Meal ,motorcycle ,11,1.552
29,4.9,Drinks ,motorcycle ,38,12.161
23,4.6,Meal ,motorcycle ,34,17.137
33,4.9,Buffet ,scooter ,25,16.853
29,4.6,Meal ,scooter ,16,16.903
34,3.9,Snack ,scooter ,35,13.972
22,4.5,Meal ,motorcycle ,19,20.852
37,4.7,Snack ,scooter ,18,13.583
30,4.7,Meal ,motorcycle ,12,1.52
31,4.5,Meal ,electric_scooter ,23,12.161
24,5,Meal ,motorcycle ,24,7.45
28,4.8,Drinks ,scooter ,21,20.18
24,5,Snack ,scooter ,18,7.683
33,4.7,Drinks ,motorcycle ,47,6.116
32,4.7,Snack ,motorcycle ,42,12.42
22,4.6,Meal ,motorcycle ,22,9.056
29,2.8,Meal ,scooter ,39,16.984
32,4.6,Snack ,motorcycle ,33,6.209
33,4.2,Buffet ,motorcycle ,33,3.105
24,4.6,Buffet ,motorcycle ,19,7.601
36,4.9,Drinks ,scooter ,26,1.52
38,4.6,Snack ,scooter ,35,4.561
22,4.7,Buffet ,motorcycle ,10,3.116
25,4.7,Snack ,scooter ,12,3.105
37,4.8,Meal ,scooter ,33,6.054
34,5,Buffet ,motorcycle ,37,13.584
34,4.5,Buffet ,motorcycle ,19,6.05
36,5,Snack ,motorcycle ,36,6.081
32,4.8,Drinks ,motorcycle ,22,1.53
36,4.6,Meal ,motorcycle ,51,16.66
29,4.8,Snack ,motorcycle ,20,19.344
25,4.8,Meal ,scooter ,14,2.98
26,4.8,Snack ,motorcycle ,15,16.821
21,4.8,Drinks ,motorcycle ,19,9.265
28,4.7,Drinks ,motorcycle ,17,9.176
25,4.6,Drinks ,motorcycle ,39,10.725
29,4.9,Buffet ,scooter ,24,13.973
36,3.5,Drinks ,scooter ,31,17.138
39,5,Buffet ,scooter ,18,9.313
23,4.7,Meal ,electric_scooter ,28,3.105
26,4.9,Drinks ,motorcycle ,17,3.041
29,4.8,Buffet ,motorcycle ,30,13.829
32,3.5,Drinks ,scooter ,42,12.58
21,4.7,Snack ,scooter ,19,1.561
24,4.5,Snack ,motorcycle ,16,7.601
27,4.7,Buffet ,motorcycle ,27,20.183
29,4.6,Drinks ,motorcycle ,44,4715.283
31,4.8,Buffet ,motorcycle ,36,19.661
31,4.9,Meal ,motorcycle ,27,17.077
36,4.9,Meal ,motorcycle ,16,19.913
32,4.8,Snack ,scooter ,29,3.145
20,4.7,Snack ,motorcycle ,21,5.959
34,4.8,Snack ,motorcycle ,28,4.561
24,4.9,Drinks ,scooter ,26,10.867
35,4.8,Buffet ,motorcycle ,29,12.294
27,4.6,Drinks ,motorcycle ,21,20.254
20,4.6,Meal ,motorcycle ,15,1.465
32,4.6,Drinks ,motorcycle ,33,12.074
27,4.7,Snack ,motorcycle ,19,20.557
29,4.7,Drinks ,motorcycle ,25,8.94
36,5,Meal ,scooter ,29,19.974
27,4.6,Buffet ,motorcycle ,18,7.863
29,4.9,Drinks ,motorcycle ,33,17.298
29,4.6,Meal ,motorcycle ,24,3.03
29,4.6,Buffet ,scooter ,11,3.058
15,1,Snack ,scooter ,32,7.601
25,4.8,Buffet ,motorcycle ,16,1.552
25,5,Snack ,motorcycle ,28,9.181
30,4.8,Meal ,scooter ,25,7.661
28,4.7,Buffet ,scooter ,22,20.207
30,4.9,Buffet ,scooter ,27,4.544
20,4.3,Snack ,electric_scooter ,43,20.853
36,4.3,Buffet ,scooter ,32,10.906
20,4.2,Drinks ,motorcycle ,17,2.979
27,4.1,Snack ,motorcycle ,36,14.153
25,4.5,Snack ,scooter ,27,10.906
38,4.6,Meal ,motorcycle ,20,3.105
27,4.8,Snack ,electric_scooter ,11,1.537
36,4.3,Buffet ,motorcycle ,33,4.674
24,5,Snack ,scooter ,10,20.253
31,4.1,Buffet ,motorcycle ,33,2.996
22,4.7,Meal ,scooter ,20,19.762
29,4.6,Buffet ,motorcycle ,43,16.902
22,4.6,Drinks ,motorcycle ,24,10.587
27,4.9,Drinks ,motorcycle ,19,4.528
25,4.6,Snack ,motorcycle ,25,7.683
24,4.9,Snack ,scooter ,42,13.582
29,4.6,Meal ,electric_scooter ,38,17731.88
21,4.7,Snack ,electric_scooter ,29,12.58
29,4.6,Buffet ,motorcycle ,26,4.674
20,4.8,Meal ,scooter ,12,1.558
31,4.3,Snack ,motorcycle ,45,20.508
37,4.6,Buffet ,scooter ,32,6.218
35,4.6,Drinks ,motorcycle ,43,17.078
22,4.1,Snack ,electric_scooter ,38,13.972
29,4.6,Buffet ,scooter ,27,6.129
37,4.7,Buffet ,motorcycle ,24,10.683
36,4.1,Drinks ,electric_scooter ,33,17.138
26,4.9,Meal ,motorcycle ,29,9.316
22,4.6,Meal ,motorcycle ,34,19.673
34,4,Drinks ,motorcycle ,30,3.105
39,4.6,Buffet ,scooter ,16,8.929
30,4.5,Buffet ,motorcycle ,22,1.469
21,4.5,Meal ,scooter ,16,13.612
24,5,Snack ,motorcycle ,25,2.98
35,4.3,Drinks ,motorcycle ,38,5.959
39,4.8,Meal ,motorcycle ,42,11.917
24,4.2,Drinks ,motorcycle ,17,7.772
29,4.1,Buffet ,motorcycle ,28,4.718
29,4.9,Snack ,motorcycle ,19,20.183
23,5,Meal ,motorcycle ,29,1.515
24,4.1,Drinks ,motorcycle ,44,16.901
28,4.8,Meal ,electric_scooter ,12,4.658
37,4.8,Drinks ,motorcycle ,22,5.992
34,4,Meal ,motorcycle ,44,20.443
33,4.9,Buffet ,electric_scooter ,25,11.917
38,4.6,Drinks ,motorcycle ,38,11.917
37,4.8,Buffet ,scooter ,27,13.99
35,4.4,Meal ,motorcycle ,44,1.537
27,4.7,Drinks ,scooter ,20,3.025
27,4.5,Snack ,scooter ,11,1.532
29,4.6,Meal ,motorcycle ,19,17.138
22,4.7,Meal ,motorcycle ,13,1.554
37,4.3,Drinks ,motorcycle ,40,10.594
34,4.5,Snack ,motorcycle ,27,6.118
29,4.6,Meal ,motorcycle ,26,12.58
25,4.5,Drinks ,motorcycle ,25,10.865
29,4.5,Meal ,motorcycle ,21,13.99
21,5,Drinks ,scooter ,12,6.038
20,4.7,Drinks ,motorcycle ,17,20.886
30,4.7,Meal ,electric_scooter ,25,9.074
37,4,Meal ,motorcycle ,23,3.145
36,4.3,Drinks ,motorcycle ,43,5.962
38,4.9,Snack ,motorcycle ,16,7.863
36,4.2,Buffet ,motorcycle ,44,11.937
37,5,Meal ,motorcycle ,23,12.099
24,4.8,Drinks ,scooter ,28,4.718
32,4,Snack ,motorcycle ,38,1.552
28,4.6,Meal ,electric_scooter ,25,6.081
29,4.7,Snack ,motorcycle ,24,9.22
30,4.4,Buffet ,scooter ,38,10.906
21,4.2,Buffet ,motorcycle ,54,9.175
37,4.8,Meal ,electric_scooter ,27,12.099
21,4.7,Drinks ,scooter ,13,1.53
33,4.7,Snack ,scooter ,28,9.435
21,4.5,Snack ,scooter ,18,3.027
32,4.9,Snack ,scooter ,26,4.472
23,4.8,Buffet ,electric_scooter ,22,12.257
26,4.2,Meal ,electric_scooter ,35,16.601
23,4.4,Drinks ,motorcycle ,19,2.979
39,4.6,Drinks ,scooter ,26,7.325
25,4.9,Meal ,motorcycle ,26,6.147
32,4.5,Buffet ,motorcycle ,17,6.209
23,5,Buffet ,scooter ,18,20.181
37,4.6,Meal ,scooter ,18,3.109
33,4.8,Buffet ,motorcycle ,25,7.79
25,4.9,Drinks ,scooter ,26,9.076
39,4.9,Snack ,scooter ,26,16.639
34,4.6,Snack ,electric_scooter ,15,7.563
32,4.9,Meal ,motorcycle ,29,3.116
37,4.9,Snack ,motorcycle ,46,4.561
20,5,Buffet ,motorcycle ,13,4.658
21,4.7,Drinks ,scooter ,16,4.528
37,4.6,Meal ,scooter ,26,1.515
36,4.7,Meal ,scooter ,28,4.469
36,4.6,Buffet ,motorcycle ,28,2220.725
37,4.7,Drinks ,motorcycle ,26,6.232
22,4.3,Drinks ,motorcycle ,29,1.514
39,4.6,Drinks ,scooter ,33,7.661
35,4.9,Meal ,motorcycle ,46,19.761
26,4.6,Drinks ,scooter ,25,10.587
30,4.3,Meal ,scooter ,40,14.153
29,4.6,Snack ,motorcycle ,24,4.658
29,4.6,Snack ,motorcycle ,29,16.721
26,4.9,Buffet ,motorcycle ,24,12.418
32,4.2,Snack ,scooter ,37,16.904
35,4.9,Meal ,scooter ,27,10.707
34,5,Snack ,motorcycle ,19,13.831
27,4.7,Meal ,scooter ,31,12.241
26,4.8,Snack ,scooter ,20,17.098
24,4.7,Drinks ,motorcycle ,29,7.762
35,4.9,Snack ,motorcycle ,38,7.661
28,4.8,Buffet ,scooter ,15,7.562
23,4.7,Meal ,scooter ,23,19.913
31,4.3,Snack ,motorcycle ,21,1.514
38,4.9,Snack ,electric_scooter ,28,7.567
20,4.7,Buffet ,motorcycle ,28,1.49
23,4.5,Buffet ,electric_scooter ,12,7.79
39,4.6,Meal ,scooter ,28,13.481
28,4.9,Snack ,electric_scooter ,27,6.218
29,4.9,Drinks ,motorcycle ,32,20.286
21,4.7,Buffet ,motorcycle ,19,4.561
29,4.6,Snack ,motorcycle ,19,7.661
21,4.6,Snack ,motorcycle ,20,16.722
23,4.7,Buffet ,scooter ,17,1.532
38,4.8,Meal ,motorcycle ,27,4.657
36,5,Buffet ,motorcycle ,26,9.348
36,4.8,Drinks ,electric_scooter ,11,7.563
25,4.7,Buffet ,scooter ,17,3.109
35,4.2,Drinks ,scooter ,34,19.916
23,4.6,Snack ,scooter ,25,10.445
33,4.2,Meal ,electric_scooter ,39,11.937
22,5,Snack ,electric_scooter ,11,3.145
39,4.8,Meal ,motorcycle ,35,9.121
28,4.6,Drinks ,scooter ,13,2.98
24,4,Meal ,motorcycle ,35,19.674
23,4.7,Buffet ,motorcycle ,14,6.218
38,4.8,Buffet ,motorcycle ,43,13.789
21,4.9,Meal ,motorcycle ,28,7.79
34,4,Buffet ,motorcycle ,42,7.449
20,4.7,Meal ,motorcycle ,26,16.637
21,4.5,Buffet ,motorcycle ,16,1.573
33,4.8,Snack ,scooter ,23,11.008
25,4.8,Meal ,motorcycle ,14,4.528
30,4.5,Snack ,scooter ,23,13.973
29,4.6,Snack ,electric_scooter ,41,16.851
25,4.8,Drinks ,motorcycle ,26,1.555
30,4.2,Buffet ,scooter ,38,10.881
29,4.7,Buffet ,electric_scooter ,10,3.088
33,4.8,Meal ,motorcycle ,16,1.52
37,5,Meal ,scooter ,15,3.116
15,1,Drinks ,bicycle ,23,7.763
36,3.7,Drinks ,scooter ,40,11.917
30,4.8,Meal ,scooter ,25,12.464
29,4.8,Meal ,scooter ,18,9.315
26,5,Meal ,scooter ,18,7.772
30,4.8,Drinks ,motorcycle ,35,13.99
37,5,Snack ,motorcycle ,46,19.363
29,4.6,Buffet ,motorcycle ,53,13.831
26,4.7,Drinks ,motorcycle ,17,20.857
21,5,Drinks ,motorcycle ,24,17.298
38,4.2,Drinks ,motorcycle ,34,10.711
27,4.7,Snack ,motorcycle ,43,10.587
23,4.5,Drinks ,motorcycle ,20,19.688
32,4.8,Snack ,motorcycle ,23,14.153
37,4.9,Buffet ,motorcycle ,17,12.234
24,4.6,Drinks ,scooter ,12,4.538
34,4.9,Drinks ,motorcycle ,13,3.109
22,4.3,Drinks ,motorcycle ,33,7.721
29,4.6,Meal ,scooter ,37,13.682
26,4.9,Meal ,electric_scooter ,11,4432.564
15,1,Snack ,electric_scooter ,15,17906.566
32,4.9,Buffet ,motorcycle ,45,13.99
30,5,Meal ,motorcycle ,52,13.406
32,4.9,Snack ,scooter ,21,6.05
30,4.6,Snack ,scooter ,19,14.153
31,4.9,Meal ,motorcycle ,33,7.863
21,4.9,Buffet ,scooter ,19,1.49
34,5,Drinks ,motorcycle ,36,1.537
29,4.5,Drinks ,scooter ,10,1.537
27,4.8,Meal ,motorcycle ,24,4.59
30,4.1,Snack ,motorcycle ,35,19.88
31,5,Buffet ,scooter ,16,2.977
34,4.4,Drinks ,motorcycle ,38,16.822
31,4.9,Snack ,motorcycle ,17,4.591
25,4.7,Meal ,motorcycle ,23,6.21
29,4.9,Buffet ,motorcycle ,19,9.221
34,4.1,Drinks ,motorcycle ,31,9.363
34,4.7,Snack ,motorcycle ,47,14.022
21,5,Snack ,scooter ,15,11.918
24,5,Meal ,motorcycle ,13,1.529
27,5,Snack ,motorcycle ,20,13.974
27,4.8,Meal ,motorcycle ,10,13.406
29,4.6,Drinks ,motorcycle ,27,6.21
31,3.5,Meal ,motorcycle ,38,10.445
37,4.8,Meal ,motorcycle ,27,19.883
39,4.3,Snack ,motorcycle ,34,1.552
32,4.5,Meal ,scooter ,20,12.161
30,4.5,Snack ,motorcycle ,30,4.544
22,4.8,Snack ,scooter ,15,6.05
22,4.7,Buffet ,motorcycle ,19,4.718
38,5,Snack ,motorcycle ,39,19.661
30,4.8,Snack ,electric_scooter ,46,14.022
28,4.9,Snack ,motorcycle ,28,6.05
23,5,Snack ,scooter ,18,12.162
32,5,Meal ,motorcycle ,28,3.145
35,4.9,Drinks ,motorcycle ,21,9.316
27,4.9,Buffet ,motorcycle ,30,10.758
22,4.8,Buffet ,motorcycle ,29,3.053
27,4.6,Meal ,motorcycle ,20,20.443
24,4.7,Buffet ,motorcycle ,38,10.906
28,5,Buffet ,motorcycle ,33,12.236
29,4.8,Snack ,motorcycle ,20,12.117
37,5,Snack ,motorcycle ,28,12.435
36,4.7,Buffet ,motorcycle ,19,9.22
21,4.6,Snack ,scooter ,13,4.538
38,4.6,Meal ,motorcycle ,22,1.469
39,4.6,Drinks ,motorcycle ,35,16.636
28,4.7,Buffet ,scooter ,25,8.939
32,4.1,Snack ,electric_scooter ,33,12.234
27,4.8,Meal ,scooter ,14,7.863
22,4.6,Meal ,motorcycle ,28,13.631
25,4.6,Drinks ,motorcycle ,23,5.959
29,4.6,Snack ,motorcycle ,25,20.887
32,4.8,Meal ,motorcycle ,40,13.681
30,4.7,Meal ,scooter ,29,6.218
25,4.9,Snack ,scooter ,19,12.293
29,4.6,Meal ,electric_scooter ,26,3.025
36,4.2,Snack ,motorcycle ,25,3.06
30,5,Buffet ,scooter ,23,20.443
27,4.7,Meal ,scooter ,34,2.98
32,4.6,Meal ,motorcycle ,40,19.044
37,4.5,Buffet ,motorcycle ,37,16.637
39,4.4,Drinks ,motorcycle ,23,1.52
29,4.8,Snack ,scooter ,15,4.657
25,4.6,Buffet ,motorcycle ,18,9.22
20,5,Drinks ,motorcycle ,14,20.181
24,5,Snack ,scooter ,22,7.661
28,4.9,Snack ,motorcycle ,22,4.718
38,4.9,Drinks ,motorcycle ,26,4.47
27,5,Drinks ,scooter ,31,13.612
23,4.5,Meal ,motorcycle ,13,1.515
20,4.5,Snack ,motorcycle ,29,7.79
34,5,Snack ,motorcycle ,26,4.718
35,4.8,Drinks ,motorcycle ,26,10.906
36,4.8,Meal ,motorcycle ,29,9.314
23,4.9,Buffet ,electric_scooter ,15,6.05
21,4.6,Meal ,motorcycle ,17,10.705
35,4.6,Buffet ,motorcycle ,48,12.233
20,4.4,Meal ,motorcycle ,19,7.568
27,4.6,Buffet ,motorcycle ,23,3.019
28,4.5,Snack ,scooter ,13,6.211
25,4.6,Meal ,scooter ,27,20.253
27,4.5,Snack ,scooter ,15,6.232
20,4.6,Meal ,motorcycle ,28,11.984
29,4.9,Buffet ,scooter ,18,14.045
39,4.6,Drinks ,scooter ,24,9.121
23,5,Snack ,motorcycle ,16,9.193
28,4.7,Snack ,motorcycle ,20,3.116
34,4.7,Buffet ,scooter ,19,3.025
38,4.3,Drinks ,motorcycle ,32,3.145
39,5,Snack ,electric_scooter ,41,16.721
38,4.8,Meal ,motorcycle ,53,10.725
21,4.8,Drinks ,motorcycle ,24,1.553
29,4.8,Buffet ,motorcycle ,22,6.05
36,4.9,Buffet ,scooter ,19,9.348
30,4.7,Meal ,scooter ,12,3.121
27,4.6,Buffet ,scooter ,39,13.83
39,4.8,Buffet ,scooter ,21,9.435
35,4,Snack ,motorcycle ,42,20.068
22,4.7,Snack ,motorcycle ,19,3.145
27,4.8,Meal ,scooter ,33,10.427
26,4.6,Buffet ,scooter ,27,16.825
38,4,Snack ,motorcycle ,39,6.209
27,5,Snack ,scooter ,16,1.526
38,4.7,Drinks ,motorcycle ,48,4.477
29,4.7,Snack ,motorcycle ,22,13.789
38,4.2,Meal ,motorcycle ,48,20.178
22,4.1,Snack ,motorcycle ,31,19.661
28,4.6,Meal ,electric_scooter ,19,12.351
24,4.9,Buffet ,scooter ,17,6.081
34,4.9,Snack ,scooter ,18,2.98
36,3.6,Meal ,motorcycle ,37,16.903
29,4.7,Buffet ,motorcycle ,18,4.61
21,4.8,Drinks ,motorcycle ,11,3.064
25,4.9,Drinks ,motorcycle ,23,17.075
31,5,Meal ,motorcycle ,32,9.326
28,4.8,Meal ,motorcycle ,18,7.763
26,4.8,Drinks ,scooter ,30,12.256
30,5,Drinks ,electric_scooter ,34,13.97
23,4.7,Meal ,motorcycle ,29,7.762
26,4.9,Buffet ,motorcycle ,25,7.562
38,5,Drinks ,scooter ,22,2.981
30,4.9,Meal ,motorcycle ,23,9.316
28,4.9,Meal ,scooter ,18,9.06
34,4.8,Meal ,electric_scooter ,20,12.294
35,4.9,Meal ,motorcycle ,18,7.601
33,4.8,Snack ,scooter ,32,4.589
32,4.6,Drinks ,electric_scooter ,19,3.105
38,4.6,Snack ,scooter ,27,9.056
22,4.4,Drinks ,motorcycle ,19,1.555
27,4.6,Snack ,motorcycle ,10,6.118
26,4.6,Drinks ,motorcycle ,26,16.904
39,4.9,Buffet ,scooter ,19,4.658
35,4,Meal ,scooter ,34,6.081
24,4.7,Snack ,motorcycle ,12,10.589
20,4.9,Buffet ,motorcycle ,20,19.368
26,4.9,Drinks ,electric_scooter ,17,7.683
38,5,Buffet ,motorcycle ,19,4.657
38,4.6,Drinks ,scooter ,24,12.117
22,5,Buffet ,motorcycle ,10,3.065
22,4.3,Buffet ,scooter ,33,4.541
32,4.7,Meal ,motorcycle ,29,19.891
28,4.8,Drinks ,motorcycle ,12,3.065
20,4.7,Drinks ,motorcycle ,25,7.684
36,4.9,Snack ,scooter ,18,9.435
24,4.3,Snack ,motorcycle ,39,12.233
28,5,Snack ,motorcycle ,20,19.364
27,4.7,Meal ,motorcycle ,15,1.537
29,4.5,Meal ,scooter ,21,6.218
21,4.6,Meal ,motorcycle ,29,19.886
37,4.7,Snack ,motorcycle ,20,9.056
23,4.3,Drinks ,motorcycle ,15,3.064
30,4.3,Drinks ,motorcycle ,31,7.49
27,4.5,Buffet ,motorcycle ,14,3.145
31,4.5,Buffet ,scooter ,37,11.008
37,4.8,Snack ,motorcycle ,27,3.105
20,4.7,Drinks ,motorcycle ,13,13.393
34,4.6,Meal ,scooter ,15,16.904
38,4.5,Meal ,motorcycle ,31,12.256
20,4.6,Buffet ,motorcycle ,35,10.865
29,4.6,Drinks ,scooter ,20,2.98
36,5,Meal ,scooter ,23,16.114
33,4.8,Meal ,scooter ,20,12.294
32,3.9,Meal ,scooter ,35,14.153
38,4.2,Meal ,motorcycle ,41,1.53
35,4.1,Snack ,motorcycle ,45,10.705
24,4.5,Drinks ,motorcycle ,27,19.76
23,4.8,Drinks ,motorcycle ,30,16.598
38,4.5,Drinks ,electric_scooter ,28,9.363
25,4.8,Buffet ,motorcycle ,15,3.061
38,4.5,Meal ,scooter ,18,7.684
27,4.9,Meal ,motorcycle ,44,20.443
36,4.9,Meal ,scooter ,19,4.469
34,5,Drinks ,scooter ,21,1.509
26,3.3,Buffet ,scooter ,39,16.114
29,4.6,Snack ,motorcycle ,25,2750.093
27,4.9,Drinks ,scooter ,19,10.255
38,4.9,Buffet ,motorcycle ,22,20.177
29,4.8,Buffet ,motorcycle ,17,10.866
28,4.6,Buffet ,scooter ,22,1.53
28,4.6,Snack ,scooter ,18,12.101
34,4,Meal ,motorcycle ,53,16.637
21,4.9,Drinks ,motorcycle ,18,7.772
22,4.8,Drinks ,scooter ,19,7.65
36,4.9,Buffet ,scooter ,25,13.681
22,4.6,Drinks ,electric_scooter ,15,19.883
24,4.8,Snack ,electric_scooter ,11,7.863
27,4.9,Drinks ,motorcycle ,30,10.881
23,4.6,Drinks ,scooter ,20,9.122
31,4.9,Meal ,motorcycle ,22,1.52
21,4.1,Snack ,scooter ,36,17.074
22,4.7,Snack ,scooter ,10,7.449
28,4.8,Buffet ,motorcycle ,44,17.077
28,4,Buffet ,motorcycle ,38,6.218
27,4.5,Drinks ,motorcycle ,21,20.253
29,4.8,Drinks ,motorcycle ,20,13.771
28,3.1,Meal ,scooter ,35,13.972
38,4.8,Meal ,motorcycle ,25,13.829
24,4.6,Meal ,scooter ,15,14.022
33,4.7,Buffet ,scooter ,19,7.647
32,4,Meal ,motorcycle ,36,17.298
27,4.8,Buffet ,motorcycle ,19,4.406
27,4.6,Meal ,motorcycle ,23,13.631
37,4.8,Buffet ,scooter ,18,5.992
24,4.5,Buffet ,motorcycle ,29,12.235
34,4.7,Snack ,scooter ,19,7.763
34,4.2,Meal ,motorcycle ,32,13.97
36,4.9,Buffet ,scooter ,18,1.492
31,5,Meal ,motorcycle ,36,11.923
30,5,Drinks ,motorcycle ,25,6.29
21,4.8,Snack ,electric_scooter ,11,7.863
22,4.8,Snack ,motorcycle ,10,16.721
32,4.7,Snack ,scooter ,28,1.537
23,4.8,Snack ,motorcycle ,25,16.384
29,4.6,Drinks ,electric_scooter ,15,4.561
27,4.6,Buffet ,scooter ,33,20.886
30,4.7,Drinks ,motorcycle ,20,16.388
29,4.6,Snack ,motorcycle ,40,10.867
34,4.9,Drinks ,scooter ,18,1.488
31,4.7,Snack ,scooter ,21,3.027
35,4.5,Snack ,scooter ,29,2.996
22,4.6,Drinks ,electric_scooter ,20,4.561
34,4.7,Drinks ,scooter ,27,7.772
24,5,Buffet ,motorcycle ,28,16.635
31,4.1,Drinks ,motorcycle ,34,4.465
28,4.2,Meal ,motorcycle ,19,4.528
35,4.7,Meal ,scooter ,13,7.547
30,4.8,Snack ,scooter ,17,14.022
31,4.9,Snack ,motorcycle ,23,19.76
20,4.6,Buffet ,motorcycle ,16,12.257
38,4.5,Meal ,motorcycle ,25,4.465
39,4.9,Meal ,motorcycle ,25,6.121
29,4.8,Snack ,motorcycle ,16,3.145
30,4.6,Buffet ,motorcycle ,21,2.98
39,4.7,Drinks ,motorcycle ,16,3.074
22,4.6,Buffet ,motorcycle ,20,3.025
23,4.7,Meal ,motorcycle ,39,20.179
38,4.9,Meal ,motorcycle ,21,6.242
38,4.5,Snack ,motorcycle ,23,13.789
39,4.8,Meal ,motorcycle ,34,10.588
37,4.4,Meal ,motorcycle ,25,7.449
26,4.7,Meal ,motorcycle ,43,12.58
30,4.1,Meal ,motorcycle ,38,4.657
35,4.7,Snack ,scooter ,19,1.552
27,4.9,Buffet ,motorcycle ,37,16.822
39,4.6,Meal ,motorcycle ,28,8.938
32,4.9,Drinks ,scooter ,31,1.573
